university_name,university_id,university_parent_id,university_short_name,university_name_en,is_from_crimea,registration_year,university_edrpou,university_type_name,university_financing_type_name,university_governance_type_name,post_index,koatuu_id,region_name,koatuu_name,university_address,post_index_u,koatuu_id_u,region_name_u,koatuu_name_u,university_address_u,university_phone,university_email,university_site,university_director_post,university_director_fio,close_date,primitki
Дніпрорудненський індустріальний коледж,904,,ДІК,Dniprorudne Industrial College,,1963,00193594,Заклад вищої освіти,Державна,Міністерство освіти і науки України,69037,2310137200,Запорізька область,Запоріжжя,"вул. Незалежної України, 43",71630,2320910400,Запорізька область,Дніпрорудне,"просп. Ентузіастів, 23","(06175)76404, ф. (06175)63804",dneprdit@gmail.com,www.dic.com.ua,Директор,Новік Наталія Вікторівна,,
Донецький коледж Київського університету культури,1567,310,.,,,2000,39874514,Заклад вищої освіти,Приватна,,69096,2310100000,Запорізька область,Запоріжжя,"вул. Медична, 8",69096,2310100000,Запорізька область,Запоріжжя,"вул. Медична, 8","(044) 284-64-04, (044) 285-30-83",kuk_kiev@ukr.net,,директор,,,
"Енергодарський інститут державного та муніципального управління імені Р.Г. Хеноха ""Класичного приватного університету""",222,,"ЕІДМУ ""КПУ""","Energodar Institute of State and Municipal Government of R.G. Khenokh ""Classical Private University""",,2003,33268771,Заклад вищої освіти,Приватна,,69002,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б",71503,2312500000,Запорізька область,Енергодар,"вул. Молодіжна, 3А","(06139) 6-32-35, 6-18-81",secretar.eigmy@gmail.com,http://eidmu.zp.ua,Директор,Ткаченко Володимир Сергійович,,
Запорізька філія Київського інституту бізнесу та технологій товариство з обмеженою відповідальністю,1468,289,Запорізька філія КІБіТ,Zaporizhia branch of Kyiv Institute of Business and Technology LLC,,2002,26374376,Заклад вищої освіти,Приватна,,66123,2310137300,Запорізька область,Запоріжжя,"вул. Чотирнадцятого жовтня, 15",66123,2310137300,Запорізька область,Запоріжжя,"вул. Чотирнадцятого жовтня, 15","(061) 270 60 87, 277 00 8",info_zp@kibit.edu.ua,,Директор,Павленко Тетяна Володимирівна,,
Запорізький державний медичний університет,99,,ЗДМУ,Zaporizhzhia State Medical University,так,1968,02010741,Заклад вищої освіти,Державна,Міністерство охорони здоров`я України,69035,2310137200,Запорізька область,Запоріжжя,"просп. Маяковського, 26",69035,2310137200,Запорізька область,Запоріжжя,"просп. Маяковського, 26","(0612) 33-50-07 (061) 224-64-69, (061) 224-63-37",zsmu@zsmu.zp.ua,http://www.zsmu.edu.ua,Ректор,Колесник Юрій Михайлович,,
"Запорізький коледж вищого навчального закладу ""Відкритий міжнародний університет розвитку людини ""Україна""",1390,217,"Запорізький коледж університету ""Україна""",,,2000,25765442,Заклад вищої освіти,Приватна,,69035,2310100000,Запорізька область,Запоріжжя,"вул. Волгоградська, 9",69035,8000000000,КИЇВ,Київ,"вул. Волгоградська, 9",0612338943,,,Директор,Кулагін Олег Анатолійович,2018-11-01,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
Запорізький коледж Київського університету культури,1532,310,.,,,2000,39686421,Заклад вищої освіти,Приватна,,69096,2310136900,Запорізька область,Запоріжжя,"вул. Медична, 8",69096,2310136900,Запорізька область,Запоріжжя,"вул. Медична, 8","(044) 284 64 04, (061) 224 85 77",,,директор,,,
Запорізький національний університет,73,,ЗНУ,Zaporizhzhia National University,так,1930,02125243,Заклад вищої освіти,Державна,Міністерство освіти і науки України,69600,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 66",69600,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 66","(061)228-75-00, (061)764-45-46",znu@znu.edu.ua,www.znu.edu.ua,Ректор,Фролов Микола Олександрович,,
"""Класичний приватний університет""",198,,"""КПУ""","""Classic Private University""",,1992,19278502,Заклад вищої освіти,Приватна,,69002,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б",69002,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б","061) 787-33-96, (061) 228-06-91, факс (061) 228-07-78",kpuinform@gmail.com,www.zhu.edu.ua,Ректор,Огаренко Віктор Миколайович,,
Коледж Донецької академії перукарського мистецтва Київського університету культури,1560,310,.,,,2000,39874529,Заклад вищої освіти,Приватна,,69096,2310136900,Запорізька область,Запоріжжя,"вул. Медична, 8",69096,2310136900,Запорізька область,Запоріжжя,"вул. Медична, 8","(044) 284-64-04, (044) 285-30-83",kuk_kiev@ukr.net,,директор,,,
"Коледж Мелітопольського інституту державного та муніципального управління ""Класичного приватного університету""",3218,221,Коледж МІДМУ «КПУ»,College of Melitopol Institute of Public and Municipal Administration of Classic Private University,,2015,40200502,Заклад вищої освіти,Приватна,,69002,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б",72311,2310700000,Запорізька область,Мелітополь,"Каховське шосе , 8/2",+067(61)-861-69,,midmu_kpu@com.ua,Директор,Редько Людмила Іванівна,,
Комунальний заклад вищої освіти «Хортицька національна навчально-реабілітаційна академія» Запорізької обласної ради,827,,Хортицька національна академія,Municipal Institution of Higher Education «Khortytsia National Educational and Rehabilitational Academy» of Zaporizhzhia Regional Council,,1995,22133718,Заклад вищої освіти,Комунальна,Обласна рада,69017,2310137200,Запорізька область,Запоріжжя,"вул. Наукового Містечка, 59",69017,2310137200,Запорізька область,Запоріжжя,"вул. Наукового Містечка, 59",061 286 53 04,info@khnnra.zp.ua,khnnra.edu.ua,Ректор,Нечипоренко Валентина Василівна,,
"Комунальний заклад ""Запорізький обласний інститут післядипломної педагогічної освіти"" Запорізької обласної ради",1636,,"КЗ ""ЗОІППО"" ЗОР","Municipal Institution ""Zaporizhzhia Regional Institute of Continuing Pedagogical Education"" of Zaporizhzhia Regional Council",,2000,02136146,Заклад вищої освіти,Комунальна,Обласна рада,69035,2310137200,Запорізька область,Запоріжжя,"вул. Cорок років Рад.України, 57-А",69035,2310137200,Запорізька область,Запоріжжя,"вул. Cорок років Рад.України, 57-А",(061) 222-25-84,zoippo.zp.ua@gmail.com,,виконуючий обов'язки ректора,Казачук Анатолій Васильович,,
Мелітопольський державний педагогічний університет імені Богдана Хмельницького,78,,МДПУ імені Богдана Хмельницького,Bogdan Khmelnitsky Melitopol state pedagogical university,так,1922,02125237,Заклад вищої освіти,Державна,Міністерство освіти і науки України,69017,2310137200,Запорізька область,Запоріжжя,"вул. Наукового Містечка, 59",72312,2310700000,Запорізька область,Мелітополь,"вул. Гетьманська, 20","(0619) 44 04 64, 44 03 60",rectorat@mdpu.org.ua,http://www.mdpu.org.ua/,В.о. ректора,Фалько Наталя Миколаївна,,
"Мелітопольський інститут державного та муніципального управління ""Класичного приватного університету""",221,,"МІДМУ ""КПУ""","MELITOPOL INSTITUTE of PUBLIC and MUNICIPAL ADMINISTRATION of the ""CLASSIC PRIVATE UNIVERSITY""",,2004,33351361,Заклад вищої освіти,Приватна,,69002,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б",72311,2310700000,Запорізька область,Мелітополь,"Каховське шосе , 8/2",(0619) 43 04 09,migmu_kpu@i.ua,midmu.com.ua,Директор,Фесенко Марина Миколаївна,,
"Національний університет ""Запорізька політехніка""",91,,"НУ ""Запорізька політехніка""","""Zaporizhzhia Polytechnic"" National university",так,1900,02070849,Заклад вищої освіти,Державна,Міністерство освіти і науки України,69063,2310100000,Запорізька область,Запоріжжя,"вул. Жуковського, 64",69063,2310100000,Запорізька область,Запоріжжя,"вул. Жуковського, 64","(061)764-21-41, (061)764-25-06",rector@zp.edu.ua,zp.edu.ua,Ректор,Грешта Віктор Леонідович,,
"Приватне акціонерне товариство ""Приватний вищий навчальний заклад ""Запорізький інститут економіки та інформаційних технологій""",347,,"ПРАТ "" ПВНЗ ""ЗІЕІТ""","Private High Education Institution ""Zaporizhzhia Institute of Economics and Information Technologies""",,1994,22115979,Заклад вищої освіти,Приватна,,69041,2310136900,Запорізька область,Запоріжжя,"вул. Кияшка, 16-Б",69041,2310136900,Запорізька область,Запоріжжя,"вул. Кияшка, 16-Б",(061) 289 10 40,info@econom.zp.ua,zieit.edu.ua,Ректор,Туровцев Геннадій Володимирович,,
Таврійський державний агротехнологічний університет імені Дмитра Моторного,148,,ТДАТУ,DMYTRO MOTORNYI TAVRIA STATE AGROTECHNOLOGICAL UNIVERSITY,так,1932,00493698,Заклад вищої освіти,Державна,Міністерство освіти і науки України,69600,2310136300,Запорізька область,Запоріжжя,"вул. Жуковського, 66",72312,2310700000,Запорізька область,Мелітополь,"просп. Богдана Хмельницького, 18",+38 (0619) 42-06-18,office@tsatu.edu.ua,http://www.tsatu.edu.ua,Ректор,Кюрчев Сергій Володимирович,,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕХНІЧНИЙ УНІВЕРСИТЕТ ""МЕТІНВЕСТ ПОЛІТЕХНІКА""",5718,,"ТОВ ""ТЕХНІЧНИЙ УНІВЕРСИТЕТ ""МЕТІНВЕСТ ПОЛІТЕХНІКА""","LIMITED LIABILITY COMPANY ""TECHNICAL UNIVERSITY ""METINVEST POLYTECHNIC""",,2020,43663468,Заклад вищої освіти,Приватна,,69032,2310100000,Запорізька область,Запоріжжя,"Південне шосе , 80",87524,1412300000,Донецька область,Маріуполь,"вул. Сеченова, 71-А",+380(44)-251-83-05,MIP@metinvestholding.com,https://metinvest.university,Ректор,Поважний Олександр Станіславович,,
Фаховий коледж Класичного приватного університету,3074,198,Фаховий коледж КПУ,Specialised College of Classic Private University,,2013,40037979,Заклад вищої освіти,Приватна,,69002,2310100000,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б",69002,2310100000,Запорізька область,Запоріжжя,"вул. Жуковського, 70-Б",(061) 228 08 25,college.cpu@zhu.edu.ua,www.zhu.edu.ua,Директор,Яценко Лариса Іванівна,,
