university_name,university_id,university_parent_id,university_short_name,university_name_en,is_from_crimea,registration_year,university_edrpou,university_type_name,university_financing_type_name,university_governance_type_name,post_index,koatuu_id,region_name,koatuu_name,university_address,post_index_u,koatuu_id_u,region_name_u,koatuu_name_u,university_address_u,university_phone,university_email,university_site,university_director_post,university_director_fio,close_date,primitki
Київська державна академія декоративно-прикладного мистецтва і дизайну імені Михайла Бойчука,132,,КДАДПМД ім. М. Бойчука,Mykhailo Boichuk Kyiv State Academy of Decorative Applied Arts and Design,так,1999,21598958,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,01103,8038200000,КИЇВ,Київ,"вул. Михайла Бойчука, 32",01103,8038200000,КИЇВ,Київ,"вул. Михайла Бойчука, 32","(044) 2857716, 2853275, 2851638",i@kdidpmid.edu.ua,www.kdidpmid.edu.ua,В.о.ректора,Полтавець-Гуйда Оксана Вікторівна,,
Київська муніципальна академія естрадного та циркового мистецтв,1282,,КМАЕЦМ,Kyiv Municipal Academy of Circus and Performing Arts,,1975,02214952,Заклад вищої освіти,Комунальна,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),01032,8036100000,КИЇВ,Київ,"вул. Жилянська, 88",01032,8036100000,КИЇВ,Київ,"вул. Жилянська, 88",044 284 36 19,inbox@kmaecm.edu.ua,www.kmaecm.edu.ua,Ректор,Яковлев Олександр Вікторович,,
Київська муніципальна академія музики ім. Р.М. Глієра,1065,,КМАМ ім. Р.М. Глієра,R. Glier Kyiv Municipal Academy of Music,,1868,02214923,Заклад вищої освіти,Комунальна,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),01032,8036100000,КИЇВ,Київ,"вул. Льва Толстого, 31",01032,8036100000,КИЇВ,Київ,"вул. Льва Толстого, 31","2883262, 2883238, 2883268",kmamglier@glieracademy.org,https://glieracademy.org/,Ректор,Злотник Олександр Йосипович,,
Київська православна богословська академія,2718,,КПБА,Kyiv Orthodox Theological Academy,,1615,16484112,Заклад вищої освіти,Приватна,,01601,8039100000,КИЇВ,Київ,"вул. Трьохсвятительська, 6",01601,8039100000,КИЇВ,Київ,"вул. Трьохсвятительська, 6","(044)278 80 44, (044)278 89 53",info@kpba.edu.ua,www.kpba.edu.ua,Ректор,Трофимлюк Олександр Миколайович,,
Київський державний фаховий хореографічний коледж,2720,,КДФХК,Kyiv State Ballet College,,1964,02214946,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,04112,8000000000,КИЇВ,Київ,"вул. Парково-Сирецька, 4",04112,8000000000,КИЇВ,Київ,"вул. Парково-Сирецька, 4",(044)4569470; 4560040; 4569055,kyiv.state.ballet.college@gmail.com,ksbc.com.ua,В.о. директора,Кухар Катерина Ігорівна,,
"Київський інститут інтелектуальної власності та права Національного університету ""Одеська юридична академія""",5691,,.,KIEV INSTITUTE OF INTELLECTUAL PROPERTY AND LAW OF NATIONAL UNIVERSITY «ODESSA LAW ACADEMY»,так,2020,43452672,Заклад вищої освіти,Приватна,,02121,8036300000,КИЇВ,Київ,"вул. Харківське шосе, 210",02121,8036300000,КИЇВ,Київ,"вул. Харківське шосе, 210",+380(44)-563-80-64,kyiv.institute.law@gmail.com,http://kyivinstitute.com/,Ректор,Фелик Василь Іванович,,
КИЇВСЬКИЙ ІНСТИТУТ НАЦІОНАЛЬНОЇ ГВАРДІЇ УКРАЇНИ,6468,,КИЇВСЬКИЙ ІНСТИТУТ НГУ,,,,44633214,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,03179,8000000000,КИЇВ,Київ,"вул. Оборони Києва, 7",03179,8000000000,КИЇВ,Київ,"вул. Оборони Києва, 7",+380(98)-001-30-15,kingu@ngu.gov.ua,kingu.edu.ua,Начальник,Клачко Володимир Миколайович,,
Київський коледж економіки та менеджменту Міжгалузевої академії управління,2555,223,-,,,2013,38814606,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03151,8038900000,КИЇВ,Київ,"вул. Ушинського, 15",03151,8038900000,КИЇВ,Київ,"вул. Ушинського, 15",(044)242-38-66; 242-27-03,miu@miu.edu.ua,miu.edu.ua,в.о. ректора,Кузьмін Сергій Аркадійович,2016-06-01,"Увага! З дати блокування суб'єкта освітньої діяльності в ЄДЕБО інформація про нього не підтримується в повному, актуальному та достовірному стані"
"""Київський кооперативний інститут бізнесу і права""",354,,"""Київський кооперативний інститут бізнесу і права""",Kyiv Cooperative Institute of business and law,,2010,01788243,Заклад вищої освіти,Приватна,,03022,8036100000,КИЇВ,Київ,"вул. Ломоносова, 18",03022,8036100000,КИЇВ,Київ,"вул. Ломоносова, 18","(044) 257 70 91 , 257 03 07, 258 20 29",rektor@kkibp.edu.ua,http://kkibp.kiev.ua.,В.о.ректора,Охріменко Ігор Віталійович,,
Київський навчально-консультаційний пункт Національного університету кораблебудування імені адмірала Макарова,1526,105,.,,так,2000,26199306,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01010,8000000000,КИЇВ,Київ,"вул. Аніщенка, 6",54025,4810100000,Миколаївська область,Миколаїв,"просп. Героїв Сталінграду, 9",,,,директор,,,
Київський навчально-науковий центр Одеської національної академії зв'язку ім. О.С. Попова,2947,68,.,,так,2000,33890043,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01032,8039100000,КИЇВ,Київ,"вул. Шевченка, 56",01032,8039100000,КИЇВ,Київ,"вул. Шевченка, 56",,,,,,,
Київський національний лінгвістичний університет,315,,КНЛУ,Kyiv National Linguistic University,так,1948,02125289,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03150,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 73",03150,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 73","2873372, 2274035, 2276788",knlu@knlu.edu.ua,http://www.knlu.edu.ua,Ректор,Васько Роман Володимирович,,
Київський національний університет будівництва і архітектури,127,,КНУБА,Kyiv National University of Construction and Architecture,так,1930,02070909,Заклад вищої освіти,Державна,Міністерство освіти і науки України,03680,8038900000,КИЇВ,Київ,"просп. Повітрофлотський, 31",03680,8038900000,КИЇВ,Київ,"просп. Повітрофлотський, 31",+38 (044) 248-49-05; 248-49-01,Knuba_admin@ukr.net,http://www.knuba.edu.ua,Ректор,Куліков Петро Мусійович,,
Київський національний університет імені Тараса Шевченка,41,,КНУТШ,Taras Shevchenko National University of Kyiv,так,1834,02070944,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01601,8039100000,КИЇВ,Київ,"вул. Володимирська, 60",01601,8039100000,КИЇВ,Київ,"вул. Володимирська, 60","(044) 239-32-20, 289-86-91, 234-89-04","stationery@univ.kiev.ua, office.chief@univ.net.ua",http://www.univ.kiev.ua,Ректор,Бугров Володимир Анатолійович,,
Київський національний університет культури і мистецтв,308,,КНУКіМ,Kyiv National University of Culture and Arts,так,1968,02214159,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01133,8038200000,КИЇВ,Київ,"вул. Євгена Коновальця, 36",01133,8038200000,КИЇВ,Київ,"вул. Євгена Коновальця, 36",(044) 529-93-13,knukim2021@ukr.net,knukim.edu.ua,Президент,Поплавський Михайло Михайлович,,
"Київський національний університет театру, кіно і телебачення імені І.К. Карпенка-Карого",328,,КНУТКІТ,"Kyiv national I.K. Karpenko-Karyi university of theatre, cinema and television",так,1904,02214171,Заклад вищої освіти,Державна,Міністерство культури та інформаційної політики України,01054,8039100000,КИЇВ,Київ,"вул. Ярославів Вал, 40",01054,8039100000,КИЇВ,Київ,"вул. Ярославів Вал, 40","(044) 272 10 32, 272-33-39",rector@knutkt.edu.ua,www.knutkt.edu.ua,В.о. ректора,Кочарян Інна Сергіївна,,
Київський національний університет технологій та дизайну,307,,КНУТД,Kyiv National University of Technologies and Design,так,1930,02070890,Заклад вищої освіти,Державна,Міністерство освіти і науки України,01011,8038200000,КИЇВ,Київ,"вул. Немировича-Данченка, 2",01011,8038200000,КИЇВ,Київ,"вул. Немировича-Данченка, 2",(044) 2800512,knutd@knutd.edu.ua,knutd.edu.ua,Ректор,Грищенко Іван Михайлович,,
Київський університет імені Бориса Грінченка,56,,Університет Грінченка,Borys Grinchenko Kyiv University,,1874,02136554,Заклад вищої освіти,Комунальна,Департамент освіти і науки виконавчого органу Київської міської ради (Київської міської державної адміністрації),04053,8039100000,КИЇВ,Київ,"вул. Бульварно-Кудрявська, 18/2",04053,8039100000,КИЇВ,Київ,"вул. Бульварно-Кудрявська, 18/2","(044) 2721902, 2721920",kubg@kubg.edu.ua,http://kubg.edu.ua/,Ректор,Огнев`юк Віктор Олександрович,,
Київський університет права Національної академії наук України,25,,КУП НАНУ,Kyiv University of Law of the National Academy of Sciences of Ukraine,,1995,23745145,Заклад вищої освіти,Державна,Національна академія наук України,01001,8000000000,КИЇВ,Київ,"вул. Трьохсвятительська, 4",01001,8000000000,КИЇВ,Київ,"вул. Трьохсвятительська, 4",(044) 4243335; 4522864,kul@kul.kiev.ua,http://www.kul.kiev.ua,Ректор,Бошицький Юрій Ладиславович,,
"Київський університет туризму, економіки і права",1274,,КУТЕП,"Kyiv University of Tourism, Economics and Law",,1995,22915220,Заклад вищої освіти,Приватна,,02192,8036600000,КИЇВ,Київ,"вул. Генерала Жмаченка, 26",02192,8036600000,КИЇВ,Київ,"вул. Генерала Жмаченка, 26",(044) 5438658; 5439352,info@kutep.ua,www.kutep.ua,Директор,Фоменко Надія Андріївна,,
"Київський фаховий коледж Приватного вищого навчального закладу ""Університет сучасних знань""",2812,281,.,"Kiev Vocational College of Private Higher Educational Institution ""University of Modern Knowledge""",,2011,39679655,Заклад вищої освіти,Приватна,,03150,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 57/3",03150,8038200000,КИЇВ,Київ,"вул. Велика Васильківська, 57/3",(044) 2298971,sekretariat@umk.edu.ua,https://usz.org.ua/,Директор,Швидченко Світлана Романівна,,
"Коледж Вищого навчального закладу ""Київський університет ринкових відносин""",1454,866,.,College of Kyiv University for Market Relations,,2009,38196754,Заклад вищої освіти,Приватна,,02152,8036600000,КИЇВ,Київ,"вул. Березняківська, 26-Б",02152,8036600000,КИЇВ,Київ,"вул. Березняківська, 26-Б",0442944021,rectorat@kumr.edu.ua,,директор,Ланіна Оксана Віталіївна,,
"Коледж ""Слов'яно-грецький колегіум"" Приватного акціонерного товариства ""Вищий навчальний заклад Київський славістичний університет""",1428,139,.,,,2003,26345400,Заклад вищої освіти,Приватна,,03150,8038000000,КИЇВ,Київ,"вул. Мате Залки, 10-Г",03150,8038000000,КИЇВ,Київ,"вул. Мате Залки, 10-Г",(044) 2689407; 4648277; 4193133; 4193217,rectorat_ksu@ukr.net,,Директор,Буратевич Зоя Іванівна,,
"""Коледж Української академії перукарської майстерності та декоративної косметики Київського університету культури""",1522,310,.,,,2010,39686826,Заклад вищої освіти,Приватна,,01133,8038200000,КИЇВ,Київ,"вул. Євгена Коновальця, 36 Б",01133,8038200000,КИЇВ,Київ,"вул. Євгена Коновальця, 36 Б",(044) 2850317; 2846404; 2850317,kuk_kiev@ukr.net,,Директор,Левчук Яна Миколаївна,,
"Коледж хореографічного мистецтва ""Київська муніципальна академія танцю імені Сержа Лифаря""",953,,КМАТ імені Сержа Лифаря,Serge Lifar Kyiv Municipal Academy of Dance,,2001,30382088,Заклад вищої освіти,Комунальна,Департамент освіти і науки виконавчого органу Київської міської ради (Київської міської державної адміністрації),02232,8036400000,КИЇВ,Київ,"вул. Данькевича, 4-А",02232,8036400000,КИЇВ,Київ,"вул. Данькевича, 4-А",(044) 5308757; 5354425,INFO@dance-academy.com.ua,www.dance-academy.com.ua,Директор,Коломієць Вячеслав Анатолійович,,
"Комунальний заклад вищої освіти Київської обласної ради ""Академія мистецтв імені Павла Чубинського""",1373,,"КЗВО КОР ""Академія мистецтв імені Павла Чубинського""","Communal Higher Educational Establishment of Kyiv Regional Council ""Academy of Arts""",,1930,02214938,Заклад вищої освіти,Комунальна,Обласна державна адміністрація,01015,8038200000,КИЇВ,Київ,"вул. Івана Мазепи, 15",01015,8038200000,КИЇВ,Київ,"вул. Івана Мазепи, 15",(044) 2807692; 2907692; 2544246,koukim@ukr.net,koukim.com,Ректор,Романчишин Василь Григорович,,
