university_name,university_id,university_parent_id,university_short_name,university_name_en,is_from_crimea,registration_year,university_edrpou,university_type_name,university_financing_type_name,university_governance_type_name,post_index,koatuu_id,region_name,koatuu_name,university_address,post_index_u,koatuu_id_u,region_name_u,koatuu_name_u,university_address_u,university_phone,university_email,university_site,university_director_post,university_director_fio,close_date,primitki
"Державний вищий навчальний заклад ""Донбаський державний педагогічний університет""",17,,ДДПУ,"State Higher Educational Institution ""Donbas State Pedagogical University""",так,1939,38177113,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49010,1210100000,Дніпропетровська область,Дніпро,"просп. Гагаріна, 72",84116,1414100000,Донецька область,Слов'янськ,"вул. Генерала Батюка, 19","+38 (0626) 66-54-54, +38 (095) 947-17-77, +38(0626)66-51-50","pochtas-77@meta.ua, sgpi@slav.dn.ua, vstup.ddpu@ukr.net",ddpu.edu.ua,Ректор,Омельченко Світлана Олександрівна,,
"Державний вищий навчальний заклад ""Приазовський державний технічний університет""",42,,"ДВНЗ ""ПДТУ""",State Higher Education Institution «Pryazovskyi State Technical University»,так,1930,02070812,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49005,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 19",87555,1412300000,Донецька область,Маріуполь,"вул. Університетська, 7","(0629) 33-34-16, (0629)33-21-08",office@pstu.edu,http://pstu.edu,Виконувач обов’язків ректора,Євченко Віталій Миколайович,,
"Державний вищий навчальний заклад ""Придніпровська державна академія будівництва та архітектури""",43,,ДВНЗ ПДАБА,"State Higher Educational Institution ""Prydniprovska State Academy of Civil Engineering and Architecture""",так,1930,02070772,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49600,1210100000,Дніпропетровська область,Дніпро,"вул. Чернишевського, 24-а",49600,1210100000,Дніпропетровська область,Дніпро,"вул. Чернишевського, 24-а",(056) 745 23 72,"postmaster@pgasa.dp.ua , prkom@pgasa.dp.ua",www.pgasa.dp.ua,Ректор,Савицький Микола Васильович,,
"Державний вищий навчальний заклад ""Український державний хіміко-технологічний університет""",216,,ДВНЗ УДХТУ,Ukrainian State University of Chemical Technology,так,1930,02070758,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49005,1210136900,Дніпропетровська область,Дніпро,"просп. Гагаріна, 8",49005,1210136900,Дніпропетровська область,Дніпро,"просп. Гагаріна, 8",+38(056) 746 – 26 – 68,udhtu@udhtu.edu.ua,https://udhtu.edu.ua/,Ректор,Сухий Костянтин Михайлович,,
Дніпровський державний аграрно-економічний університет,80,,ДДАЕУ,DNIPRO STATE AGRARIAN and ECONOMIC UNIVERSITY,так,1922,00493675,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49000,1210136900,Дніпропетровська область,Дніпро,"вул. Сергія Єфремова, 25",49000,1210136900,Дніпропетровська область,Дніпро,"вул. Сергія Єфремова, 25",(056) 371 08 21,"info@dsau.dp.ua, vstup@dsau.dp.ua",http://www.dsau.dp.ua,Ректор,Кобець Анатолій Степанович,,
Дніпровський державний коледж технологій та дизайну,448,,ДДКТД,Dniprovsky State College of Technologies and Design,,1958,00301902,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49000,1210137500,Дніпропетровська область,Дніпро,"пров. Ушинського, 3",49000,1210137500,Дніпропетровська область,Дніпро,"пров. Ушинського, 3",+380(56)-375-77-50,dvnz_dktd@ukr.net,http://www.dktd.dp.ua/,Директор,Кожушкіна Тетяна Львівна,,
Дніпровський державний медичний університет,210,,ДДМУ,DNIPRO STATE MEDICAL UNIVERSITY,так,1916,02010681,Заклад вищої освіти,Державна,Міністерство охорони здоров`я України,49044,1210100000,Дніпропетровська область,Дніпро,"вул. Володимира Вернадського, 9",49044,1210100000,Дніпропетровська область,Дніпро,"вул. Володимира Вернадського, 9",(056) 766-48-48; тел. факс (056) 766-48-10,dsma@dsma.dp.ua,www.dsma.dp.ua,виконуюча обов’язки ректора,Перцева Тетяна Олексіївна,,
"Дніпровський інститут Приватного акціонерного товариства ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""",1197,249,ДІ ПрАТ «ВНЗ «МАУП»,"The Dniprovskyi Institute of the Private Joint Stock Company ""Higher education institution ""The Interregional Academy of Personnel Management """,,2000,25540097,Заклад вищої освіти,Приватна,,49006,1210137800,Дніпропетровська область,Дніпро,"вул. Надії Алексєєнко, 21",49006,1210100000,Дніпропетровська область,Дніпро,"вул. Надії Алексєєнко, 21",(056) 770-85-11,ol_den@ukr.net,www.maup.dp.ua,Директор,Кривонос Анатоліій Олексійович,,
Дніпровський національний університет імені Олеся Гончара,111,,ДНУ,Oles Honchar Dnipro National University,так,1918,02066747,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49010,1210100000,Дніпропетровська область,Дніпро,"просп. Гагаріна, 72",49010,1210100000,Дніпропетровська область,Дніпро,"просп. Гагаріна, 72","+38(56)3749800, 3749850",cdep@dnu.dp.ua,www.dnu.dp.ua,Ректор,Оковитий Сергій Іванович,,
Дніпровський політехнічний коледж,449,,ДПК,Dnipro polytechnical college,,1930,00208746,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49017,1210138100,Дніпропетровська область,Дніпро,"просп. Івана Мазепи, 38",49017,1210138100,Дніпропетровська область,Дніпро,"просп. Івана Мазепи, 38",0562-31-99-09,dpk1930@ukr.net,,Директор,Касьян Станіслав Станіславович,,
Дніпровський фаховий коледж енергетичних та інформаційних технологій,719,,ДФКЕІТ,Dnipro Applied College of Energy and Information Technologies,,1956,00129320,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49112,1210138400,Дніпропетровська область,Дніпро,"вул. Космонавта Волкова, 6 Б",49112,1210138400,Дніпропетровська область,Дніпро,"вул. Космонавта Волкова, 6 Б","(056) 785 92 38, 093 700 56 78",ddteit.2020@gmail.com,ddteit.dp.ua,Директор,Федько Анжеліка Володимирівна,,
Дніпропетровський державний університет внутрішніх справ,209,,ДДУВС,Dnipropetrovsk State University of Internal Affairs,,1966,08571446,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,49005,1210136900,Дніпропетровська область,Дніпро,"просп. Гагаріна, 26",49005,1210136900,Дніпропетровська область,Дніпро,"просп. Гагаріна, 26",377-34-80,mail@dduvs.in.ua,dduvs.in.ua,Ректор,Фоменко Андрій Євгенович,,
"Комунальний вищий навчальний заклад ""Дніпропетровська академія музики ім. М. Глінки""Дніпропетровської обласної ради""",1265,,Дніпропетровська академія музики ім. М. Глінки,Municipal Higher Educational Institution “M.Glinka Dnipropetrovsk Academy of Music” of Dnipropetrovsk Regional Council”,,2003,02214515,Заклад вищої освіти,Комунальна,Департамент освіти і науки Дніпропетровської обласної державної адміністрації,49044,1210136900,Дніпропетровська область,Дніпро,"вул. Ливарна, 10",49044,1210136900,Дніпропетровська область,Дніпро,"вул. Ливарна, 10",(056)720-92-77,academyglinka@meta.ua,www.dk.dp.ua,в.о. ректора,Новіков Юрій Михайлович,,
"КОМУНАЛЬНИЙ ЗАКЛАД ВИЩОЇ ОСВІТИ ""ДНІПРОВСЬКА АКАДЕМІЯ НЕПЕРЕРВНОЇ ОСВІТИ"" ДНІПРОПЕТРОВСЬКОЇ ОБЛАСНОЇ РАДИ""",4102,,"КЗВО ""ДАНО"" ДОР""","COMMUNAL INSTITUTION OF HIGHER EDUCATION ""DNIPRO ACADEMY OF CONTINUING EDUCATION"" OF DNIPROPETROVSK REGIONAL COUNCIL""",,2017,41682253,Заклад вищої освіти,Комунальна,Обласна рада,49006,1210100000,Дніпропетровська область,Дніпро,"вул. Володимира Антоновича, 70",49006,1210100000,Дніпропетровська область,Дніпро,"вул. Володимира Антоновича, 70",+380(56)-732-48-48,kzvo@dano.dp.ua,www.dano.dp.ua,Ректор,Сиченко Віктор Володимирович,,
"Комунальний заклад ""Дніпропетровський фаховий мистецько-художній коледж культури"" Дніпропетровської обласної ради""",474,,"КЗ ""ДФМХКК"" ДОР""","Municipal Institution ""Dnepropetrovsk Professional College of Arts and Culture"" of Dnipropetrovsk Regional Council""",,1961,02214490,Заклад вищої освіти,Комунальна,Обласна рада,49044,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 47",49044,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 47",063-407-54-08,duk.dnepr@ukr.net,https://dniproart.college/,Директор,Рудкевич Інна Володимирівна,,
Луганський державний університет внутрішніх справ імені Е.О. Дідоренка,6,,ЛДУВС імені Е.О. Дідоренка,Luhansk State University of Internal Affairs named after E.O. Didorenko,так,1993,08682387,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,49005,1210100000,Дніпропетровська область,Дніпро,"вул. Гагаріна, 26",93400,4412900000,Луганська область,Сєвєродонецьк,"вул. Донецька, 1",(095) 45-27-902,mail@lduvs.edu.ua,http://www.lduvs.edu.ua,Ректор,Комарницький Віталій Мар`янович,,
Луганський національний аграрний університет,69,,ЛНАУ,Luhansk National Agrarian University,так,1921,00493669,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49010,1210100000,Дніпропетровська область,Дніпро,"просп. Гагаріна, 72",92703,4425110100,Луганська область,Старобільськ,"вул. Слобожанська, 68",0500212281,rector_lnau@ukr.net,http://lnau.in.ua,В. о. ректора,Подольський Ростислав Юрійович,,
"Маріупольський інститут Приватного акціонерного товариства ""Вищий навчальний заклад ""Міжрегіональна Академія управління персоналом""",1188,249,МІ ПрАТ «ВНЗ «МАУП»,"The Mariupol Institute of the Private Joint Stock Company ""Higher education institution ""The Interregional Academy of Personnel Management """,,2000,25671304,Заклад вищої освіти,Приватна,,49006,1210100000,Дніпропетровська область,Дніпро,"вул. Н. Алексєєнко, 21",87548,1412336600,Донецька область,Маріуполь,"вул. Громової, 52",(0629) 54 39 30,mayp@inbox.ru,mariupol.maup.com.ua,В.о. директора,Резніченко Володимир Олексійович,,
"Національний технічний університет ""Дніпровська політехніка""",36,,"НТУ ""ДП""",Dnipro University of Technology,так,1899,02070743,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49005,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 19",49005,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 19",+38 (056) 744-62-19,nmu@nmu.org.ua,http://www.nmu.org.ua,Ректор,Азюковський Олександр Олександрович,,
"Приватна установа ""Заклад вищої освіти ""Міжнародний гуманітарно-педагогічний інститут ""Бейт-Хана""",402,,"ПУ ЗВО МГПІ ""Бейт- Хана""",Private institution “Higher educational establishment “International humanitarian and pedagogic institute “Beit-Chana”,,1995,23371466,Заклад вищої освіти,Приватна,,49044,1210136900,Дніпропетровська область,Дніпро,"пл. Успеньска, 5-Д",49080,1210136300,Дніпропетровська область,Дніпро,"вул. Донецьке Шосе, 11","(0562) 32 55 75, 32 55 73ф, (056) 717 70 34, 35, 36",office@bethana.org.ua,www.bethana.org.ua,Ректор,Аронова Ріма Семенівна,,
"Приватний заклад вищої освіти ""Дніпровський інститут медицини та громадського здоров'я""",4250,,"ПЗВО ""ДІМЗ""","Privat establishment of higher education ""Dnipro institute of medicine and public health""",,2018,42416331,Заклад вищої освіти,Приватна,,49000,1210100000,Дніпропетровська область,Дніпро,"вул. Юліуша Словацького, 14",49000,1210136600,Дніпропетровська область,Дніпро,"вул. Юліуша Словацького, 14",+380(56)-370-36-26,dimh@kmu.edu.ua,www.dimh.kmu.edu.ua,Ректор,Лещева Тетяна Володимирівна,,
"Приватний заклад вищої освіти ""ДНІПРОВСЬКИЙ ТЕХНОЛОГІЧНИЙ УНІВЕРСИТЕТ ""ШАГ""""",4165,,"ДНІПРОВСЬКИЙ ТЕХНОЛОГІЧНИЙ УНІВЕРСИТЕТ ""ШАГ""","Private higher educational institution ""Dnipro Technological University ""STEP""""",,2018,41943817,Заклад вищої освіти,Приватна,,49084,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 101",49084,1210100000,Дніпропетровська область,Дніпро,"просп. Дмитра Яворницького, 101",+056(76)-607-91,univer.dnepr@itstep.org,http://dtu.edu.ua,ректор,Дубровський Сергій Станіславович,,
Придніпровська державна академія фізичної культури і спорту,124,,ПДАФКіС,Prydniprovsk state academy of physical culture and sport,так,1980,05540712,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49094,1210100000,Дніпропетровська область,Дніпро,"вул. Набережна Перемоги, 10",49094,1210100000,Дніпропетровська область,Дніпро,"вул. Набережна Перемоги, 10",(056)731-96-89,admin_infiz@ukr.net,infiz.dp.ua,Ректор,Савченко Віктор Григорович,,
Слов'янський хіміко-механічний технікум,760,,СХМТ,Sloviansk chemical-mechanical college,так,1946,00208775,Заклад вищої освіти,Державна,Міністерство освіти і науки України,208775,1210100000,Дніпропетровська область,Дніпро,"просп. Гагаріна, 8",84122,1414100000,Донецька область,Слов'янськ,"вул. Центральна, 41",0508283795,post@cxmt.org,www.cxmt.org,В.о. директора,Котляров Олексій Володимирович,,
Східноукраїнський національний університет імені Володимира Даля,21,,СНУ ім. В.Даля,Volodymyr Dahl East Ukrainian National University,так,1920,02070714,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49010,1210100000,Дніпропетровська область,Дніпро,"просп. Гагаріна, 72",93400,4412900000,Луганська область,Сєвєродонецьк,"просп. Центральний, 59-А","(06452)40342,44097",uni.snu.edu@gmail.com,http://snu.edu.ua,Ректор,Поркуян Ольга Вікторівна,,
"Товариство з обмеженою відповідальністю ""Дніпровський медичний інститут традиційної і нетрадиційної медицини""",864,,"ТОВ ""ДМІ ТНМ""","Limited Trade Department ""Dnipropetrovsk Medical Institute of Traditional and Non-traditional Medicine""",,1993,21853474,Заклад вищої освіти,Приватна,,49005,1210136900,Дніпропетровська область,Дніпро,"вул. Дзяка Георгія академіка (Соборний район), 3",49005,1210136900,Дніпропетровська область,Дніпро,"вул. Дзяка Георгія академіка (Соборний район), 3",+38(068)-640-38-34,mail@dmitnm.edu.ua,https://dmitnm.edu.ua,Ректор,Абрамов Сергій Вікторович,,
Український державний університет науки і технологій,6507,,УДУНТ,Ukrainian State University of Science and Technologies,так,2021,44165850,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49010,1210100000,Дніпропетровська область,Дніпро,"вул. Лазаряна, 2",49010,1210100000,Дніпропетровська область,Дніпро,"вул. Лазаряна, 2",+380(56)-373-15-44,udunt@diit.edu.ua,,Виконуючий обов'язки ректора,Пшінько Олександр Миколайович,,
Університет митної справи та фінансів,1486,,УМСФ,University of Customs and Finance,так,1991,39568620,Заклад вищої освіти,Державна,Міністерство освіти і науки України,49000,1210100000,Дніпропетровська область,Дніпро,"вул. Володимира Вернадського, 2/4",49000,1210100000,Дніпропетровська область,Дніпро,"вул. Володимира Вернадського, 2/4",(056)745 55 96,university.msf@gmail.com,umsf.dp.ua,Ректор,Бочаров Дмитро Олександрович,,
Дніпровський державний технічний університет,1254,,ДДТУ,Dniprovsky State Technical University,так,1920,02070737,Заклад вищої освіти,Державна,Міністерство освіти і науки України,51918,1210436600,Дніпропетровська область,Кам'янське,"вул. Дніпробудівська, 2",51918,1210436600,Дніпропетровська область,Кам'янське,"вул. Дніпробудівська, 2","(0569) 50 65 16, 53 21 23, 53 25 23",science@dstu.dp.ua,www.dstu.dp.ua,Т.в.о. ректора,Гуляєв Віталій Михайлович,,
Донбаський державний коледж технологій та управління,467,,ДонДКТУ,Donbass state сollege of technology and management,так,1963,00173462,Заклад вищої освіти,Державна,Міністерство освіти і науки України,51918,1210436600,Дніпропетровська область,Кам'янське,"вул. Дніпробудівська, 2",85200,1411200000,Донецька область,Торецьк,"вул. ЄВГЕНА СЕДНЄВА, 3А","(06247) 4-14-23,93645,",miningteh@i.ua,,В.о. директора,Зубарєв Сергій Олександрович,,
Кам`янський коледж фізичного виховання,471,,ККФВ,Kamensky college of physical training,,1930,02928410,Заклад вищої освіти,Державна,Міністерство освіти і науки України,51909,1210436300,Дніпропетровська область,Кам'янське,"вул. Тельмана, 17",51909,1210436300,Дніпропетровська область,Кам'янське,"вул. Подольська, 89",(05692)7-01-04,dkfv1930@ukr.net,dkfv.dp.ua,директор,Чибісов Віктор Іванович,,
Кам'янський державний енергетичний технікум,469,,КАДЕТ,Kamianskyi State Energy Technical College,,1966,00129337,Заклад вищої освіти,Державна,Міністерство освіти і науки України,51918,1210436600,Дніпропетровська область,Кам'янське,"вул. Енергетиків, 36",51918,1210436600,Дніпропетровська область,Кам'янське,"вул. Енергетиків, 36",(096) 482-32-92,det_dndz@ukr.net,www.dndzdet.com,директор,Молочок Олена Юріївна,,
Комунальний заклад «Кам’янський фаховий музичний коледж імені Мирослава Скорика» Дніпропетровської обласної ради»,574,,"КЗ ""КФМК ім. М. СКОРИКА"" ДОР""",MUNICIPAL ESTABLISHMENT “MYROSLAV SKORYK KAMYANS`KE PROFESSIONAL MUSIC COLLEGE ” OF DNIPRO REGIONAL COUNCIL”,,1967,02214484,Заклад вищої освіти,Комунальна,Обласна рада,51938,1210436300,Дніпропетровська область,Кам'янське,"вул. Миколи Лисенка, 58",51938,1210436300,Дніпропетровська область,Кам'янське,"вул. Миколи Лисенка, 58","(056)952-14-90, (056)923-24-17",collegemuz@i.ua,dndzmusic.in.ua,В.о. директора,Великодна Ірина Володимирівна,,
Придніпровський державний металургійний коледж,473,,ПДМК,Prydniprovskyi State Metallurgical College,,1930,00193447,Заклад вищої освіти,Державна,Міністерство освіти і науки України,51934,1210436900,Дніпропетровська область,Кам'янське,"просп. Аношкіна, 86",51934,1210436900,Дніпропетровська область,Кам'янське,"просп. Аношкіна, 86",+380(56)-956-64-34,metalkoledg@gmail.com,koledg.in.ua,Директор,Александрова Ольга Анатоліївна,,
"Відокремлений підрозділ приватного акціонерного товариства ""Приватний вищий навчальний заклад ""Запорізький інститут економіки та інформаційних технологій"" у м. Кривий Ріг",1210,347,"ПВНЗ ""ЗІЕІТ"", в т.ч. ВП у м. Кривий Ріг","Public Joint Stock Company afiiliate ""Private High Education Institution ""Zaporizhzhia Institute of Economics and Information Technologies"" in the city of Kryvyi Rih""",,2000,33610121,Заклад вищої освіти,Приватна,,50007,1211037000,Дніпропетровська область,Кривий Ріг,"вул. Іллічівська, 108",50007,1211037000,Дніпропетровська область,Кривий Ріг,"вул. Іллічівська, 108",0564-92-27-81,zieit.kop@gmail.com,,Директор,Магар Надія Гергіївна,,
Державний університет економіки і технологій,5707,,ДУЕТ,State university of economics and tehnology,так,,43684645,Заклад вищої освіти,Державна,Міністерство освіти і науки України,50005,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Медична, 16",50005,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Медична, 16",+380(97)-214-88-69,duet.edu.ua@gmail.com,duet.edu.ua,В.о ректора,Шайкан Андрій Валерійович,,
Донецький державний університет внутрішніх справ,304,,ДонДУВС,Donetsk state university of internal affairs,так,1961,08571423,Заклад вищої освіти,Державна,Міністерство внутрішніх справ України,50065,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Тільги Степана, 21",87510,1412300000,Донецька область,Маріуполь,"просп. Луніна, 89",+380629588420,postmaster@dli.donetsk.ua,www.dli.donetsk.ua,Ректор,Вітвіцький Сергій Сергійович,,
Донецький національний університет економіки і торгівлі імені Михайла Туган-Барановського,135,,ДОННУЕТ,Donetsk National University of Economics and Trade named after Mykhailo Tugan-Baranovsky,так,1920,01566057,Заклад вищої освіти,Державна,Міністерство освіти і науки України,50005,1211037000,Дніпропетровська область,Кривий Ріг,"вул. Трамвайна, 16",50042,1211037000,Дніпропетровська область,Кривий Ріг,"вул. Курчатова, 13",+38(056)409-77-97,office@donnuet.edu.ua,www.donnuet.edu.ua,Виконуючий обов`язки ректора,Чернега Оксана Богданівна,,
"Заклад вищої освіти ""Криворізький будівельний коледж""",459,,"ЗВО ""КБК""","Higher Education Institution ""Kryvy Rih Building College""",,1999,01242840,Заклад вищої освіти,Державна,Міністерство освіти і науки України,50051,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Криворіжсталі, 8",50051,1211036300,Дніпропетровська область,Кривий Ріг,"вул. Криворіжсталі, 8",(056) 494-75-43,kct@ukr.net,kbkcollege.net,Директор,Ківітова Віта Володимирівна,,
Комунальний заклад «Криворізький обласний фаховий музичний коледж» Дніпропетровської обласної ради»,575,,КЗ «КОФМК» ДОР»,The municipal institution «Kryvyi Rih Regional Professional Music College» of Dnipropetrovsk regional council»,,1961,02214121,Заклад вищої освіти,Комунальна,Департамент освіти і науки Дніпропетровської обласної державної адміністрації,50099,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Грабовського, 12",50099,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Грабовського, 12",+380(56)-401-89-66,kmu_kr@ukr.net,komu.dp.ua,Виконуюча обов’язки директора,Ракітянська Людмила Володимирівна,,
"Комунальний заклад ""Криворізький фаховий медичний коледж"" Дніпропетровської обласної ради""",599,,"КЗ ""КФМК"" ДОР""","Public Institution “Kryvyi Rih Professional Medical College” of Dnipropetrovsk Regional Council""",,1930,02011143,Заклад вищої освіти,Комунальна,Обласна рада,50051,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Медична, 14",50051,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Медична, 14",(056) 470-13-71,krmedkol@ukr.net,kmk.in.ua,В.о. директора,Козенко Людмила Олексіївна,,
"Криворізька філія Приватного вищого навчального закладу ""Європейський університет""",1151,228,"Криворізька філія ПВНЗ ""Європейський університет""","Krivorozhsky Branch of Private Higher Education Establishment ""European University""",,2000,24984886,Заклад вищої освіти,Приватна,,50000,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Свято-Миколаївська, 55",50000,1211000000,Дніпропетровська область,Кривий Ріг,"вул. Свято-Миколаївська, 55",,,,Директор,Доровський Дмитро Володимирович,,
